subset,folder,file,cls,onset,offset
train,train,train_32859.wav,17.0,1.9669375,5.4269375
train,train,train_32860.wav,19.0,1.6630625,6.0630625
train,train,train_32861.wav,33.0,8.533,9.933
train,train,train_32862.wav,12.0,0.632625,7.332625
train,train,train_32863.wav,29.0,4.4296875,6.3896875
train,train,train_32864.wav,14.0,3.1076875,8.7676875
train,train,train_32865.wav,17.0,1.3953125,3.0553125
train,train,train_32866.wav,39.0,4.894125,6.294125
train,train,train_32867.wav,34.0,7.6165,8.2165
train,train,train_32868.wav,17.0,1.933875,3.233875
train,train,train_32869.wav,26.0,2.1176875,2.7176875
train,train,train_32870.wav,25.0,5.4238125,5.8838125
train,train,train_32871.wav,24.0,5.3621875,8.6221875
train,train,train_32872.wav,8.0,1.536875,8.036875
train,train,train_32873.wav,29.0,3.766625,5.526625
train,train,train_32874.wav,18.0,3.039,9.159
train,train,train_32875.wav,36.0,8.3518125,9.5318125
train,train,train_32876.wav,12.0,6.4269375,8.5269375
train,train,train_32877.wav,35.0,4.4714375,5.3114375
train,train,train_32878.wav,25.0,3.8375625,6.8575625
train,train,train_32879.wav,32.0,0.8536875,2.5736875
train,train,train_32880.wav,0.0,1.6358125,8.5358125
train,train,train_32881.wav,4.0,5.3225,9.5225
train,train,train_32882.wav,25.0,0.900625,3.400625
train,train,train_32883.wav,40.0,5.317875,7.197875
train,train,train_32884.wav,17.0,3.121375,8.621375
train,train,train_32885.wav,2.0,0.0031875,9.9969375
train,train,train_32886.wav,7.0,4.4748125,7.0748125
train,train,train_32887.wav,18.0,0.0003125,9.9940625
train,train,train_32888.wav,39.0,3.4139375,8.8139375
train,train,train_32889.wav,13.0,3.3978125,9.1978125
train,train,train_32890.wav,3.0,7.7109375,8.2109375
train,train,train_32891.wav,8.0,3.398625,9.198625
train,train,train_32892.wav,37.0,3.808125,4.828125
train,train,train_32893.wav,36.0,0.13225,2.01225
train,train,train_32894.wav,27.0,7.83225,9.41225
train,train,train_32895.wav,15.0,6.57,7.65
train,train,train_32896.wav,34.0,3.0193125,7.2393125
train,train,train_32897.wav,34.0,0.9318125,1.3318125
train,train,train_32898.wav,25.0,1.694625,3.334625
train,train,train_32899.wav,38.0,2.3378125,8.7378125
train,train,train_32900.wav,0.0,2.93875,7.11875
train,train,train_32901.wav,18.0,0.0028125,9.9965625
train,train,train_32902.wav,38.0,0.00275,9.9965
train,train,train_32903.wav,0.0,7.8775625,9.4575625
train,train,train_32904.wav,34.0,0.065875,5.665875
train,train,train_32905.wav,14.0,0.00575,9.9995
train,train,train_32906.wav,1.0,0.006875,9.646875
train,train,train_32907.wav,32.0,5.3688125,6.7888125
train,train,train_32908.wav,22.0,5.066375,9.606375
train,train,train_32909.wav,12.0,3.1221875,3.9221875
train,train,train_32910.wav,13.0,1.7899375,2.4899375
train,train,train_32911.wav,26.0,1.5003125,9.1003125
train,train,train_32912.wav,4.0,5.9249375,6.2649375
train,train,train_32913.wav,25.0,4.7349375,8.0149375
train,train,train_32914.wav,0.0,6.25e-05,9.9938125
train,train,train_32915.wav,4.0,1.9816875,2.6616875
train,train,train_32916.wav,5.0,0.0015,9.99525
train,train,train_32917.wav,33.0,8.23025,9.85025
train,train,train_32918.wav,6.0,2.6748125,6.4948125
train,train,train_32919.wav,39.0,0.00375,9.9975
train,train,train_32920.wav,14.0,5.9830625,9.7830625
train,train,train_32921.wav,38.0,7.933625,8.253625
train,train,train_32922.wav,38.0,0.849125,9.449125
train,train,train_32923.wav,26.0,4.2281875,7.5681875
train,train,train_32924.wav,15.0,0.004125,9.997875
train,train,train_32925.wav,4.0,4.47425,7.27425
train,train,train_32926.wav,20.0,6.456875,7.296875
train,train,train_32927.wav,12.0,5.013125,8.933125
train,train,train_32928.wav,6.0,1.1329375,7.7329375
train,train,train_32929.wav,1.0,0.5505,9.9505
train,train,train_32930.wav,25.0,1.9281875,9.3481875
train,train,train_32931.wav,0.0,0.787375,9.387375
train,train,train_32932.wav,40.0,2.8736875,9.2736875
train,train,train_32933.wav,3.0,1.4619375,2.8619375
train,train,train_32934.wav,32.0,7.8218125,8.9018125
train,train,train_32935.wav,17.0,0.001125,9.994875
train,train,train_32936.wav,10.0,1.5905625,5.5905625
train,train,train_32937.wav,1.0,4.2120625,9.8720625
train,train,train_32938.wav,17.0,0.00575,9.9995
train,train,train_32939.wav,13.0,0.96275,9.04275
train,train,train_32940.wav,22.0,3.790625,9.590625
train,train,train_32941.wav,3.0,4.2694375,6.0694375
train,train,train_32942.wav,31.0,0.018625,9.958625
train,train,train_32943.wav,0.0,1.0631875,9.0831875
train,train,train_32944.wav,8.0,0.3136875,6.1536875
train,train,train_32945.wav,4.0,7.80425,8.26425
train,train,train_32946.wav,24.0,1.940875,3.680875
train,train,train_32947.wav,14.0,1.369,3.369
train,train,train_32948.wav,11.0,6.296125,7.296125
train,train,train_32949.wav,10.0,5.539,6.599
train,train,train_32950.wav,30.0,0.0046875,9.9984375
train,train,train_32951.wav,1.0,0.663125,4.543125
train,train,train_32952.wav,4.0,2.0408125,8.2208125
train,train,train_32953.wav,39.0,0.7448125,7.1048125
train,train,train_32954.wav,10.0,3.4615625,4.7215625
train,train,train_32955.wav,30.0,0.00325,9.997
train,train,train_32956.wav,18.0,0.840875,8.780875
train,train,train_32957.wav,11.0,0.7101875,1.5101875
train,train,train_32958.wav,2.0,0.0048125,9.9985625
train,train,train_32959.wav,3.0,9.621625,9.821625
train,train,train_32960.wav,18.0,0.0768125,5.5768125
train,train,train_32961.wav,14.0,0.81275,2.81275
train,train,train_32962.wav,18.0,0.0061875,9.9999375
train,train,train_32963.wav,25.0,3.59675,4.69675
train,train,train_32964.wav,27.0,1.5055,2.8655
train,train,train_32965.wav,11.0,0.00425,9.998
train,train,train_32966.wav,0.0,4.1709375,4.6909375
train,train,train_32967.wav,23.0,5.7334375,6.7534375
train,train,train_32968.wav,38.0,1.1769375,6.3769375
train,train,train_32969.wav,30.0,0.0036875,9.9974375
train,train,train_32970.wav,13.0,8.4481875,9.5281875
train,train,train_32971.wav,4.0,0.0439375,9.3439375
train,train,train_32972.wav,25.0,5.916,7.836
train,train,train_32973.wav,2.0,0.0048125,9.9985625
train,train,train_32974.wav,5.0,0.2046875,9.7446875
train,train,train_32975.wav,24.0,4.4801875,5.9601875
train,train,train_32976.wav,18.0,0.0024375,9.9961875
train,train,train_32977.wav,17.0,0.977125,9.777125
train,train,train_32978.wav,33.0,0.005375,9.999125
train,train,train_32979.wav,13.0,3.2401875,9.2801875
train,train,train_32980.wav,37.0,2.3891875,7.6091875
train,train,train_32981.wav,22.0,0.9555,6.3555
train,train,train_32982.wav,4.0,6.12525,8.72525
train,train,train_32983.wav,33.0,8.37425,9.35425
train,train,train_32984.wav,34.0,0.00525,9.999
train,train,train_32985.wav,34.0,0.002125,9.995875
train,train,train_32986.wav,32.0,8.18725,9.78725
train,train,train_32987.wav,7.0,0.7015,5.3015
train,train,train_32988.wav,17.0,0.42625,3.42625
train,train,train_32989.wav,16.0,5.4108125,6.1708125
train,train,train_32990.wav,20.0,0.371375,8.571375
train,train,train_32991.wav,13.0,1.9026875,8.9026875
train,train,train_32992.wav,26.0,4.278875,8.678875
train,train,train_32993.wav,29.0,2.36525,3.64525
train,train,train_32994.wav,33.0,8.8665625,9.4665625
train,train,train_32995.wav,10.0,0.004375,9.998125
train,train,train_32996.wav,7.0,3.9730625,8.2730625
train,train,train_32997.wav,4.0,1.591,7.691
train,train,train_32998.wav,36.0,4.016625,4.796625
train,train,train_32999.wav,34.0,0.20175,0.88175
train,train,train_33000.wav,38.0,0.59025,9.39025
train,train,train_33001.wav,30.0,2.0836875,3.8436875
train,train,train_33002.wav,19.0,0.4603125,4.5603125
train,train,train_33003.wav,14.0,0.00375,9.9975
train,train,train_33004.wav,20.0,2.982625,6.462625
train,train,train_33005.wav,0.0,5.1369375,9.5969375
train,train,train_33006.wav,11.0,0.001375,9.995125
train,train,train_33007.wav,12.0,2.4740625,6.0540625
train,train,train_33008.wav,36.0,1.508,9.908
train,train,train_33009.wav,29.0,3.610625,8.250625
train,train,train_33010.wav,38.0,4.14625,8.74625
train,train,train_33011.wav,25.0,1.0068125,4.6068125
train,train,train_33012.wav,33.0,0.0019375,9.9956875
train,train,train_33013.wav,39.0,5.0210625,6.4010625
train,train,train_33014.wav,30.0,3.6231875,8.2231875
train,train,train_33015.wav,34.0,8.761375,9.421375
train,train,train_33016.wav,23.0,6.7583125,9.8983125
train,train,train_33017.wav,20.0,0.0044375,9.9981875
train,train,train_33018.wav,31.0,1.18275,8.78275
train,train,train_33019.wav,5.0,0.0023125,9.9960625
train,train,train_33020.wav,31.0,0.13925,9.31925
train,train,train_33021.wav,1.0,0.0006875,9.9944375
train,train,train_33022.wav,38.0,3.10925,6.30925
train,train,train_33023.wav,10.0,0.6440625,6.4440625
train,train,train_33024.wav,10.0,0.1705,9.9505
train,train,train_33025.wav,17.0,1.320875,6.820875
train,train,train_33026.wav,15.0,7.446375,8.346375
train,train,train_33027.wav,18.0,2.070625,9.590625
train,train,train_33028.wav,38.0,0.477375,9.397375
train,train,train_33029.wav,17.0,6.25e-05,9.9938125
train,train,train_33030.wav,32.0,0.656375,1.936375
train,train,train_33031.wav,36.0,0.6175,6.5975
train,train,train_33032.wav,8.0,1.89025,7.91025
train,train,train_33033.wav,3.0,0.0,9.99375
train,train,train_33034.wav,10.0,0.8808125,9.2808125
train,train,train_33035.wav,11.0,7.322375,8.042375
train,train,train_33036.wav,39.0,1.2709375,5.0509375
train,train,train_33037.wav,38.0,3.3154375,7.6954375
train,train,train_33038.wav,1.0,0.0015,9.99525
train,train,train_33039.wav,32.0,4.651625,6.571625
train,train,train_33040.wav,29.0,3.6835625,6.6235625
train,train,train_33041.wav,15.0,1.8484375,3.8884375
train,train,train_33042.wav,0.0,0.3685625,8.8885625
train,train,train_33043.wav,2.0,5.522375,8.002375
train,train,train_33044.wav,30.0,2.877875,7.837875
train,train,train_33045.wav,4.0,3.845875,6.485875
train,train,train_33046.wav,23.0,2.4066875,5.5466875
train,train,train_33047.wav,6.0,5.177625,9.237625
train,train,train_33048.wav,26.0,0.0040625,9.9978125
train,train,train_33049.wav,33.0,2.426125,8.686125
train,train,train_33050.wav,36.0,3.8776875,9.4776875
train,train,train_33051.wav,19.0,2.257875,5.257875
train,train,train_33052.wav,9.0,8.85175,9.19175
train,train,train_33053.wav,0.0,1.5055625,9.7055625
train,train,train_33054.wav,36.0,0.002875,9.996625
train,train,train_33055.wav,26.0,5.292625,7.832625
train,train,train_33056.wav,38.0,0.200125,7.800125
train,train,train_33057.wav,31.0,0.137,2.537
train,train,train_33058.wav,39.0,5.3445,7.2245
train,train,train_33059.wav,6.0,0.8061875,6.6461875
train,train,train_33060.wav,8.0,0.76075,7.16075
train,train,train_33061.wav,39.0,0.1649375,1.5249375
train,train,train_33062.wav,10.0,0.0025,9.99625
train,train,train_33063.wav,3.0,1.6120625,2.0320625
train,train,train_33064.wav,1.0,0.0025625,9.9963125
train,train,train_33065.wav,35.0,3.377125,4.057125
train,train,train_33066.wav,2.0,0.813625,8.813625
train,train,train_33067.wav,20.0,0.0053125,9.9990625
train,train,train_33068.wav,33.0,2.6610625,7.1610625
train,train,train_33069.wav,32.0,5.2480625,6.1280625
train,train,train_33070.wav,1.0,0.0044375,9.9981875
train,train,train_33071.wav,25.0,0.8601875,1.6401875
train,train,train_33072.wav,20.0,0.30175,2.70175
train,train,train_33073.wav,20.0,5.6303125,6.0503125
train,train,train_33074.wav,17.0,0.005625,1.305625
train,train,train_33075.wav,25.0,6.720125,8.120125
train,train,train_33076.wav,28.0,3.9066875,6.9066875
train,train,train_33077.wav,17.0,7.953375,9.313375
train,train,train_33078.wav,6.0,1.539375,7.579375
train,train,train_33079.wav,1.0,0.4639375,8.8639375
train,train,train_33080.wav,32.0,4.754,5.854
train,train,train_33081.wav,8.0,0.00225,9.996
train,train,train_33082.wav,17.0,0.001625,9.995375
train,train,train_33083.wav,13.0,0.0030625,9.9968125
train,train,train_33084.wav,17.0,1.69925,2.35925
train,train,train_33085.wav,15.0,6.7506875,7.9106875
train,train,train_33086.wav,20.0,1.6516875,6.0716875
train,train,train_33087.wav,3.0,4.733375,5.713375
train,train,train_33088.wav,26.0,0.1746875,6.8146875
train,train,train_33089.wav,11.0,2.475125,3.075125
train,train,train_33090.wav,20.0,0.5150625,1.9550625
train,train,train_33091.wav,33.0,0.001375,9.995125
train,train,train_33092.wav,29.0,2.472375,9.392375
train,train,train_33093.wav,30.0,0.0018125,9.9955625
train,train,train_33094.wav,15.0,0.334875,1.734875
train,train,train_33095.wav,18.0,0.535375,7.935375
train,train,train_33096.wav,36.0,0.9211875,1.4211875
train,train,train_33097.wav,1.0,0.41825,8.71825
train,train,train_33098.wav,16.0,0.0019375,9.9956875
train,train,train_33099.wav,6.0,0.6599375,4.3999375
train,train,train_33100.wav,14.0,0.4888125,4.6288125
train,train,train_33101.wav,26.0,6.3268125,8.8468125
train,train,train_33102.wav,17.0,5.3935,9.7535
train,train,train_33103.wav,8.0,1.231875,8.231875
train,train,train_33104.wav,14.0,4.358125,5.758125
train,train,train_33105.wav,34.0,0.0015,9.99525
train,train,train_33106.wav,19.0,0.7515625,4.9515625
train,train,train_33107.wav,5.0,1.8175625,3.4575625
train,train,train_33108.wav,12.0,6.6266875,8.7666875
train,train,train_33109.wav,3.0,8.6508125,9.1508125
train,train,train_33110.wav,25.0,1.1074375,2.3074375
train,train,train_33111.wav,39.0,0.384875,3.084875
train,train,train_33112.wav,19.0,2.2634375,7.2634375
train,train,train_33113.wav,8.0,0.5435,4.4835
train,train,train_33114.wav,20.0,0.0035625,9.9973125
train,train,train_33115.wav,7.0,0.0040625,9.9978125
train,train,train_33116.wav,36.0,0.779375,8.979375
train,train,train_33118.wav,39.0,3.4721875,9.9921875
train,train,train_33119.wav,17.0,0.003625,9.997375
train,train,train_33120.wav,24.0,0.5935,9.1935
train,train,train_33121.wav,1.0,0.442375,7.862375
train,train,train_33122.wav,39.0,1.4109375,4.3709375
train,train,train_33123.wav,24.0,8.17775,9.45775
train,train,train_33124.wav,2.0,0.96925,9.28925
train,train,train_33125.wav,30.0,0.0011875,9.9949375
train,train,train_33126.wav,23.0,3.2868125,4.0868125
train,train,train_33127.wav,25.0,7.2566875,8.0166875
train,train,train_33128.wav,35.0,6.4545,7.0145
train,train,train_33129.wav,27.0,0.003,9.99675
train,train,train_33130.wav,30.0,0.3466875,9.5266875
train,train,train_33131.wav,6.0,3.0513125,6.3113125
train,train,train_33132.wav,39.0,5.5364375,8.5964375
train,train,train_33133.wav,0.0,0.002625,9.996375
train,train,train_33134.wav,36.0,0.0028125,9.9965625
train,train,train_33135.wav,30.0,2.228875,3.768875
train,train,train_33136.wav,26.0,0.0013125,9.9950625
train,train,train_33137.wav,13.0,7.82875,9.18875
train,train,train_33138.wav,1.0,0.0018125,9.9955625
train,train,train_33139.wav,38.0,3.691375,4.571375
train,train,train_33140.wav,29.0,2.807625,4.907625
train,train,train_33141.wav,34.0,5.011625,9.011625
train,train,train_33142.wav,29.0,2.114375,3.394375
train,train,train_33143.wav,36.0,3.209125,8.809125
train,train,train_33144.wav,21.0,1.29575,3.31575
train,train,train_33145.wav,32.0,0.9975,8.1975
train,train,train_33146.wav,2.0,0.001625,9.995375
train,train,train_33147.wav,19.0,5.1369375,8.3369375
train,train,train_33148.wav,4.0,5.205,8.465
train,train,train_33149.wav,6.0,0.0033125,9.9970625
train,train,train_33150.wav,36.0,2.7174375,4.3174375
train,train,train_33151.wav,2.0,1.1596875,6.1596875
train,train,train_33152.wav,6.0,1.17575,7.29575
train,train,train_33153.wav,27.0,2.052125,9.012125
train,train,train_33154.wav,40.0,2.6056875,7.6656875
train,train,train_33155.wav,1.0,0.0004375,9.9941875
train,train,train_33156.wav,4.0,1.467,3.387
train,train,train_33157.wav,33.0,8.1505,9.0905
train,train,train_33158.wav,33.0,7.2445,8.3045
train,train,train_33159.wav,10.0,6.496875,8.096875
train,train,train_33160.wav,34.0,0.0023125,9.9960625
train,train,train_33161.wav,16.0,8.725625,8.925625
train,train,train_33162.wav,22.0,0.01525,5.53525
train,train,train_33163.wav,27.0,6.25e-05,9.9938125
train,train,train_33164.wav,13.0,9.1959375,9.8759375
train,train,train_33165.wav,2.0,0.00525,9.999
train,train,train_33166.wav,10.0,1.4471875,7.2871875
train,train,train_33167.wav,38.0,3.273625,9.533625
train,train,train_33168.wav,15.0,5.5328125,8.3328125
train,train,train_33169.wav,25.0,0.005375,9.999125
train,train,train_33170.wav,30.0,0.648625,9.388625
train,train,train_33171.wav,25.0,4.2679375,5.0279375
train,train,train_33172.wav,23.0,6.906875,9.826875
train,train,train_33173.wav,33.0,5.2754375,5.7954375
train,train,train_33174.wav,17.0,0.00075,9.9945
train,train,train_33175.wav,20.0,6.01775,9.95775
train,train,train_33176.wav,2.0,4.3111875,9.9911875
train,train,train_33177.wav,32.0,0.0406875,3.8206875
train,train,train_33178.wav,33.0,6.1690625,7.5290625
train,train,train_33179.wav,24.0,0.0621875,9.9621875
train,train,train_33180.wav,22.0,0.232875,5.492875
train,train,train_33181.wav,18.0,0.4098125,7.0098125
train,train,train_33182.wav,20.0,0.0024375,9.9961875
train,train,train_33183.wav,11.0,2.938,4.758
train,train,train_33184.wav,11.0,3.469875,3.869875
train,train,train_33185.wav,29.0,4.407875,5.027875
train,train,train_33186.wav,15.0,1.8835625,2.6835625
train,train,train_33187.wav,23.0,3.84725,6.98725
train,train,train_33188.wav,15.0,6.6825625,7.5225625
train,train,train_33189.wav,12.0,1.2713125,4.3113125
train,train,train_33190.wav,19.0,5.156125,6.756125
train,train,train_33191.wav,30.0,4.1409375,9.4809375
train,train,train_33192.wav,3.0,6.1946875,6.9346875
train,train,train_33193.wav,20.0,0.1715625,7.7715625
train,train,train_33194.wav,29.0,0.8529375,2.9529375
train,train,train_33195.wav,7.0,0.0013125,9.9950625
train,train,train_33196.wav,8.0,0.4891875,5.7091875
train,train,train_33197.wav,14.0,2.5863125,6.7863125
train,train,train_33198.wav,0.0,2.0544375,9.0144375
train,train,train_33199.wav,3.0,0.998125,1.498125
train,train,train_33200.wav,6.0,0.0049375,9.9986875
train,train,train_33201.wav,30.0,0.0394375,8.4794375
train,train,train_33202.wav,4.0,1.0635,1.3835
train,train,train_33203.wav,25.0,0.837,1.417
train,train,train_33204.wav,29.0,5.0954375,6.6554375
train,train,train_33205.wav,5.0,0.003,9.99675
train,train,train_33206.wav,14.0,0.0055,9.99925
train,train,train_33207.wav,33.0,0.248875,5.588875
train,train,train_33208.wav,5.0,8.70575,9.08575
train,train,train_33209.wav,10.0,8.3258125,9.7458125
train,train,train_33210.wav,24.0,0.8019375,9.6019375
train,train,train_33211.wav,0.0,0.00325,9.997
train,train,train_33212.wav,18.0,0.0051875,9.9989375
train,train,train_33213.wav,2.0,2.0856875,8.1656875
train,train,train_33214.wav,1.0,0.12625,4.62625
train,train,train_33215.wav,6.0,1.8826875,9.4826875
train,train,train_33216.wav,3.0,5.5478125,6.0478125
train,train,train_33217.wav,33.0,5.789625,7.289625
train,train,train_33218.wav,23.0,2.744,3.664
train,train,train_33219.wav,12.0,2.935875,6.315875
train,train,train_33220.wav,1.0,0.214125,6.634125
train,train,train_33221.wav,35.0,2.6500625,4.8100625
train,train,train_33222.wav,6.0,1.6246875,2.8646875
train,train,train_33223.wav,15.0,7.637875,8.777875
train,train,train_33224.wav,38.0,7.8361875,8.4161875
train,train,train_33225.wav,40.0,0.0035625,9.9973125
train,train,train_33226.wav,26.0,0.5090625,8.3090625
train,train,train_33227.wav,3.0,1.314875,2.974875
train,train,train_33228.wav,12.0,6.6015625,7.8015625
train,train,train_33229.wav,9.0,0.0058125,9.9995625
train,train,train_33230.wav,2.0,6.8466875,7.5066875
train,train,train_33231.wav,33.0,1.8253125,2.6253125
train,train,train_33232.wav,8.0,4.247125,9.067125
train,train,train_33233.wav,12.0,1.1445,3.1645
train,train,train_33234.wav,21.0,1.6418125,9.0418125
train,train,train_33235.wav,10.0,3.784375,6.424375
train,train,train_33236.wav,8.0,0.05625,9.49625
train,train,train_33237.wav,39.0,0.0048125,9.9985625
train,train,train_33238.wav,18.0,6.933375,8.713375
train,train,train_33239.wav,1.0,0.00275,9.9965
train,train,train_33240.wav,29.0,6.6485625,7.9285625
train,train,train_33241.wav,11.0,4.544625,5.344625
train,train,train_33242.wav,38.0,2.129625,9.729625
train,train,train_33243.wav,29.0,6.23925,8.03925
train,train,train_33244.wav,22.0,5.61,9.45
train,train,train_33245.wav,6.0,3.081625,9.641625
train,train,train_33246.wav,30.0,0.005,9.99875
train,train,train_33247.wav,0.0,3.133125,5.793125
train,train,train_33248.wav,39.0,0.0004375,9.9941875
train,train,train_33249.wav,20.0,0.01775,7.67775
train,train,train_33250.wav,3.0,7.4965625,8.0565625
train,train,train_33251.wav,39.0,3.673625,4.613625
train,train,train_33252.wav,17.0,0.2183125,3.4183125
train,train,train_33253.wav,12.0,3.4276875,8.0276875
train,train,train_33254.wav,39.0,1.23775,9.91775
train,train,train_33255.wav,32.0,4.78875,8.74875
train,train,train_33256.wav,30.0,0.001375,9.995125
train,train,train_33257.wav,22.0,2.150125,9.350125
train,train,train_33258.wav,4.0,6.7336875,7.2736875
train,train,train_33259.wav,0.0,0.000625,9.994375
train,train,train_33260.wav,4.0,4.1708125,4.5708125
train,train,train_33261.wav,19.0,0.9986875,5.3986875
train,train,train_33262.wav,36.0,6.74475,9.14475
train,train,train_33263.wav,0.0,1.395375,5.255375
train,train,train_33264.wav,9.0,0.567125,9.687125
train,train,train_33265.wav,8.0,1.8274375,8.3274375
train,train,train_33266.wav,33.0,3.185,4.445
train,train,train_33267.wav,20.0,0.149875,9.629875
train,train,train_33268.wav,37.0,0.0035625,9.9973125
train,train,train_33269.wav,24.0,3.4673125,6.7473125
train,train,train_33270.wav,15.0,2.0105,3.4105
